chrX	256098	0
chrX	534533	0
chrX	745790	0
chrX	911072	0
chrX	1.12293e+06	0.1
chrX	1311681	0.1
chrX	1.42211e+06	0.2
chrX	1.72389e+06	0.2
chrX	2.02761e+06	0.5
chrX	2.12811e+06	0.6
chrX	2198272	0.8
chrX	2.2759e+06	0.9
chrX	2497296	1
chrX	2735195	1.5
chrX	3.05821e+06	2
chrX	3463239	3
chrX	3689645	4
chrX	3860262	5
chrX	4.03556e+06	6
chrX	4224456	7
chrX	4.54113e+06	8
chrX	4.85653e+06	9
chrX	5035573	10
chrX	5.29146e+06	11
chrX	5.58648e+06	12
chrX	5.73158e+06	13
chrX	5.86066e+06	14
chrX	6077141	15
chrX	6257025	16
chrX	6357877	16
chrX	6458783	17
chrX	6.55115e+06	17
chrX	6.68245e+06	18
chrX	6821478	18
chrX	6948672	18
chrX	7.09227e+06	19
chrX	7218327	20
chrX	7543830	20
chrX	7874736	21
chrX	8097042	22
chrX	8.35595e+06	23
chrX	8.55752e+06	23
chrX	8.70888e+06	24
chrX	8851000	25
chrX	9.06415e+06	26
chrX	9.30352e+06	27
chrX	9506422	28
chrX	9.65501e+06	29
chrX	9.88258e+06	30
chrX	10228476	31
chrX	10433775	31
chrX	1.05558e+07	32
chrX	1.07136e+07	32
chrX	10879213	33
chrX	1.10877e+07	33
chrX	1.1344e+07	34
chrX	1.15482e+07	35
chrX	1.1668e+07	35
chrX	11779406	36
chrX	11905994	37
chrX	12253983	38
chrX	12648996	39
chrX	12804271	40
chrX	12975058	41
chrX	1.323e+07	42
chrX	1.34037e+07	43
chrX	1.35538e+07	44
chrX	1.37021e+07	45
chrX	13830552	46
chrX	13992213	47
chrX	14295869	48
chrX	14691976	49
chrX	1.50022e+07	49
chrX	15251718	50
chrX	1.54476e+07	50
chrX	1.55575e+07	50
chrX	1.56936e+07	51
chrX	1.58513e+07	52
chrX	1.60106e+07	52
chrX	1.62386e+07	53
chrX	16409973	53
chrX	1.64884e+07	54
chrX	1.65476e+07	54
chrX	1.66211e+07	54
chrX	1.67533e+07	55
chrX	1.68699e+07	56
chrX	1.69349e+07	56
chrX	1.70178e+07	56
chrX	17111833	57
chrX	17225407	57
chrX	1.73829e+07	57
chrX	17575149	57
chrX	17727366	58
chrX	1.78092e+07	58
chrX	1.78625e+07	59
chrX	1.80258e+07	59
chrX	1.82941e+07	60
chrX	18461239	60
chrX	1.85781e+07	60
chrX	18728585	60
chrX	18830874	61
chrX	1.88971e+07	61
chrX	1.90681e+07	62
chrX	1.92475e+07	62
chrX	1.94253e+07	62
chrX	1.96158e+07	63
chrX	19711898	64
chrX	1.98174e+07	64
chrX	1.99779e+07	64
chrX	2.01146e+07	64
chrX	20287007	64
chrX	20509238	64
chrX	2.08458e+07	65
chrX	2.1232e+07	65
chrX	21526568	66
chrX	2.20235e+07	66
chrX	2.24846e+07	66
chrX	2.26572e+07	66
chrX	22776077	66
chr2L	173354	0.5
chr2L	394570	0.7
chr2L	491536	1
chr2L	802536	1.5
chr2L	1206796	2
chr2L	1.51279e+06	3
chr2L	1863223	3
chr2L	2080004	4
chr2L	2.21552e+06	5
chr2L	2.36194e+06	6
chr2L	2494804	6
chr2L	2677648	7
chr2L	2833265	7
chr2L	2.97126e+06	8
chr2L	3.1425e+06	8
chr2L	3294177	9
chr2L	3.4485e+06	10
chr2L	3596631	10
chr2L	3.68261e+06	10
chr2L	3805721	11
chr2L	4.06903e+06	11
chr2L	4311700	12
chr2L	4.46794e+06	12
chr2L	4.69032e+06	13
chr2L	4.92435e+06	14
chr2L	5109832	15
chr2L	5293262	16
chr2L	5472894	17
chr2L	5.70199e+06	17
chr2L	5905613	18
chr2L	6.10659e+06	18
chr2L	6308722	19
chr2L	6.44929e+06	20
chr2L	6548598	21
chr2L	6635366	21
chr2L	6.71692e+06	22
chr2L	6792591	22
chr2L	6904458	23
chr2L	7.01966e+06	24
chr2L	7173529	25
chr2L	7361461	26
chr2L	7496663	27
chr2L	7.59649e+06	27
chr2L	7.73276e+06	28
chr2L	7.9404e+06	29
chr2L	8.11427e+06	30
chr2L	8211290	30
chr2L	8297273	31
chr2L	8363782	31
chr2L	8420825	32
chr2L	8.49553e+06	33
chr2L	8.64916e+06	33
chr2L	8910739	34
chr2L	9.21114e+06	35
chr2L	9476126	35
chr2L	9687838	36
chr2L	9.83302e+06	36
chr2L	9.90046e+06	37
chr2L	9976962	38
chr2L	10101944	39
chr2L	1.02256e+07	40
chr2L	1.02889e+07	40
chr2L	10344411	41
chr2L	10432247	42
chr2L	1.05155e+07	43
chr2L	1.06665e+07	43
chr2L	10852113	43
chr2L	10975608	44
chr2L	11095663	44
chr2L	1.12712e+07	44
chr2L	11526878	44
chr2L	1.17911e+07	45
chr2L	11977439	45
chr2L	12085808	46
chr2L	12215570	46
chr2L	12447340	46
chr2L	12679841	47
chr2L	1.30097e+07	47
chr2L	1.33351e+07	48
chr2L	1.35655e+07	48
chr2L	13780407	49
chr2L	13931060	50
chr2L	14066387	50
chr2L	14246779	50
chr2L	14714046	50
chr2L	1.51675e+07	51
chr2L	1.56197e+07	51
chr2L	1.60887e+07	51
chr2L	1.63104e+07	52
chr2L	1.65883e+07	52
chr2L	1.69294e+07	53
chr2L	1.73232e+07	53
chr2L	17684979	53
chr2L	1.80029e+07	53
chr2L	18436338	53
chr2L	18753290	54
chr2L	1.89536e+07	54
chr2L	1.91514e+07	54
chr2L	1.93227e+07	54
chr2L	1.94794e+07	54
chr2L	1.96024e+07	54
chr2L	1.98373e+07	54
chr2L	2.00496e+07	54
chr2L	2.03373e+07	54
chr2L	2.06317e+07	54
chr2L	20749710	54
chr2L	20889272	54
chr2L	2.10706e+07	54
chr2L	2.12147e+07	54
chr2L	2.12916e+07	54
chr2L	21420810	54
chr2L	21598403	54
chr2L	2.17078e+07	54
chr2L	21794827	54
chr2L	2.18939e+07	54
chr2L	21951814	54
chr2L	2.20175e+07	54
chr2L	2.21047e+07	54
chr2L	2.24129e+07	54
chr2R	4.52156e+06	55
chr2R	4643440	55
chr2R	4.854e+06	55
chr2R	5.07495e+06	55
chr2R	5.27619e+06	55
chr2R	5604355	55
chr2R	6.14977e+06	55
chr2R	6.5743e+06	55
chr2R	6714464	55
chr2R	6.84264e+06	55
chr2R	6993207	55
chr2R	7.12938e+06	55
chr2R	7257202	55
chr2R	7.38092e+06	56
chr2R	7467617	56
chr2R	7539324	56
chr2R	7716518	57
chr2R	7.91711e+06	57
chr2R	8042094	58
chr2R	8148686	58
chr2R	8311159	58
chr2R	8.54834e+06	59
chr2R	8.72167e+06	59
chr2R	8884287	59
chr2R	9069416	60
chr2R	9.2018e+06	60
chr2R	9.29747e+06	60
chr2R	9404960	60
chr2R	9.49996e+06	60
chr2R	9586108	61
chr2R	9.67478e+06	61
chr2R	9.79082e+06	61
chr2R	9929114	61
chr2R	1.00248e+07	61
chr2R	1.00861e+07	62
chr2R	10202510	62
chr2R	10452856	62
chr2R	1.07056e+07	63
chr2R	10888233	63
chr2R	1.1099e+07	63
chr2R	1.1254e+07	64
chr2R	1.14074e+07	64
chr2R	11579829	64
chr2R	1.16547e+07	64
chr2R	11793244	65
chr2R	11988637	65
chr2R	12154193	66
chr2R	12292874	66
chr2R	1.24382e+07	67
chr2R	12610930	67
chr2R	12745695	67
chr2R	12842152	67
chr2R	1.29544e+07	67
chr2R	1.31504e+07	68
chr2R	1.33997e+07	68
chr2R	13593695	68
chr2R	1.38293e+07	68
chr2R	1.40653e+07	68
chr2R	1.42128e+07	69
chr2R	1.43397e+07	70
chr2R	14468429	71
chr2R	1.46276e+07	72
chr2R	1.479e+07	72
chr2R	14982803	73
chr2R	15179348	74
chr2R	15333921	74
chr2R	1.54908e+07	74
chr2R	1.56332e+07	75
chr2R	1.57889e+07	75
chr2R	1.59665e+07	76
chr2R	1.60964e+07	77
chr2R	16190815	78
chr2R	16258559	79
chr2R	1.63097e+07	79
chr2R	16500560	80
chr2R	16774821	80
chr2R	16960792	81
chr2R	17086016	81
chr2R	1.71803e+07	82
chr2R	1.73675e+07	82
chr2R	1.75545e+07	83
chr2R	17651615	83
chr2R	1.77567e+07	84
chr2R	17851334	84
chr2R	17952331	84
chr2R	1.81153e+07	84
chr2R	18356100	85
chr2R	18538535	86
chr2R	18666257	86
chr2R	1.88393e+07	86
chr2R	18970311	87
chr2R	1.90848e+07	88
chr2R	1.92431e+07	88
chr2R	1.945e+07	89
chr2R	19770756	90
chr2R	2.01664e+07	90
chr2R	2.05228e+07	91
chr2R	20895590	92
chr2R	21153315	93
chr2R	2.1289e+07	94
chr2R	2.14639e+07	95
chr2R	2.16538e+07	96
chr2R	21868287	97
chr2R	2.20532e+07	98
chr2R	2.2161e+07	98
chr2R	2.23055e+07	99
chr2R	22501086	100
chr2R	22630149	100
chr2R	2.27212e+07	101
chr2R	2.28724e+07	101
chr2R	2.30585e+07	102
chr2R	23286833	102
chr2R	2.34985e+07	103
chr2R	23674822	104
chr2R	23888521	105
chr2R	2.40732e+07	106
chr2R	24303155	106
chr2R	2.45986e+07	107
chr2R	2.48826e+07	107
chr3L	206312	-1
chr3L	527412	-0.5
chr3L	840463	-0.5
chr3L	1003693	-0.5
chr3L	1238252	0
chr3L	1552276	0.5
chr3L	1.84524e+06	1.0
chr3L	2061183	1.5
chr3L	2.26474e+06	2
chr3L	2530687	3
chr3L	2.76959e+06	4
chr3L	2974238	5
chr3L	3153430	6
chr3L	3266493	7
chr3L	3368846	8
chr3L	3.5917e+06	8
chr3L	3845667	9
chr3L	4.114e+06	10
chr3L	4551760	12
chr3L	5.09977e+06	13
chr3L	5.50969e+06	14
chr3L	5723958	15
chr3L	5871738	15
chr3L	6.13904e+06	16
chr3L	6479969	17
chr3L	6.70337e+06	17
chr3L	6.90252e+06	18
chr3L	7150487	19
chr3L	7.3628e+06	20
chr3L	7708403	21
chr3L	8097950	22
chr3L	8332720	24
chr3L	8.6338e+06	26
chr3L	8897140	27
chr3L	9053740	28
chr3L	9.22979e+06	28
chr3L	9.44055e+06	29
chr3L	9706290	31
chr3L	10090853	32
chr3L	10543173	33
chr3L	10859910	33
chr3L	1.10619e+07	34
chr3L	11214473	35
chr3L	1.14413e+07	36
chr3L	1.17125e+07	36
chr3L	11890850	37
chr3L	1.20774e+07	38
chr3L	12232080	38
chr3L	12357489	38
chr3L	1.25146e+07	38
chr3L	1.26724e+07	38
chr3L	1.28148e+07	39
chr3L	1.29879e+07	39
chr3L	13249651	40
chr3L	13490509	40
chr3L	1.38062e+07	41
chr3L	1.42491e+07	42
chr3L	14566613	42
chr3L	1.47552e+07	42
chr3L	1.49084e+07	42
chr3L	1.51027e+07	42
chr3L	1.53177e+07	43
chr3L	15473621	43
chr3L	1.56012e+07	43
chr3L	15729123	43
chr3L	15846944	43
chr3L	1.59339e+07	43
chr3L	1.59928e+07	43
chr3L	16158676	44
chr3L	1.63479e+07	44
chr3L	16426612	44
chr3L	1.65231e+07	44
chr3L	16651414	44
chr3L	1.67543e+07	44
chr3L	16873202	45
chr3L	1.70215e+07	45
chr3L	17151832	45
chr3L	17295104	45
chr3L	17408815	45
chr3L	17455966	45
chr3L	1.75295e+07	45
chr3L	1.76247e+07	45
chr3L	17707628	45
chr3L	1.78502e+07	45
chr3L	18056757	45
chr3L	1.83163e+07	45
chr3L	18619220	45
chr3L	18855132	45
chr3L	19056945	45
chr3L	1.92593e+07	45
chr3L	19503680	45
chr3L	1.97348e+07	46
chr3L	1.99083e+07	46
chr3L	20045185	46
chr3L	2.01289e+07	46
chr3L	20212628	47
chr3L	2.03218e+07	47
chr3L	2.04606e+07	47
chr3L	2.0573e+07	47
chr3L	2.07161e+07	47
chr3L	2.08708e+07	47
chr3L	2.0993e+07	47
chr3L	2.11077e+07	47
chr3L	2.12687e+07	47
chr3L	2.14965e+07	47
chr3L	21677136	47
chr3L	2.17982e+07	47
chr3L	21927631	47
chr3L	2.20538e+07	47
chr3L	2.21408e+07	47
